pfn,nr_pages,lru_type,memory_type,timestamp
0xb3ce4,1,0,file,4296503802
0x8e924,1,0,file,4296503802
0x8e964,1,0,file,4296503802
0x9faa8,1,0,file,4296503802
0x9fae8,1,0,file,4296503802
0xa7128,1,0,file,4296503802
0xa7168,1,0,file,4296503802
0xa71a8,1,0,file,4296503802
0xa71e8,1,0,file,4296503802
0x9ae28,1,0,file,4296503802
0x9ae68,1,0,file,4296503802
0xb78ac,1,0,file,4296503802
0xb78ec,1,0,file,4296503802
0x98b2c,1,0,file,4296503802
0x98b6c,1,0,file,4296503802
0x98bac,1,0,file,4296503802
0x98bec,1,0,file,4296503802
0x9fa2c,1,0,file,4296503802
0x9fa6c,1,0,file,4296503802
0xa6fd0,1,0,file,4296503802
0xb5810,1,0,file,4296503802
0xb5850,1,0,file,4296503802
0x98470,1,0,file,4296503802
0x984b0,1,0,file,4296503802
0x984f0,1,0,file,4296503802
0xb7830,1,0,file,4296503802
0xb7870,1,0,file,4296503802
0xb70d4,1,0,file,4296503802
0xb9c14,1,0,file,4296503802
0xb9c54,1,0,file,4296503802
0xb9c94,1,0,file,4296503802
0xb9cd4,1,0,file,4296503802
0xa6f14,1,0,file,4296503802
0xa6f54,1,0,file,4296503802
0xa6f94,1,0,file,4296503802
0xaabd8,1,0,file,4296503802
0xa6818,1,0,file,4296503802
0xa6858,1,0,file,4296503802
0xa6898,1,0,file,4296503802
0xa68d8,1,0,file,4296503802
0xb7018,1,0,file,4296503802
0xb7058,1,0,file,4296503802
0x5f510,1,0,file,4296503802
0x8297f,1,0,file,4296503802
0x49eef,1,0,file,4296503802
0x811ac,1,0,file,4296503802
0x50cee,1,0,file,4296503802
0x143f,1,0,file,4296503802
0x7f78d,1,0,file,4296503802
0x4b184,1,0,file,4296503802
0x79d50,1,0,file,4296503802
0x83ae1,1,0,file,4296503802
0x5fc87,1,0,file,4296503802
0x84fd9,1,0,file,4296503802
0x45a0f,1,0,file,4296503802
0x608a6,1,0,file,4296503802
0x5f134,1,0,file,4296503802
0x42fd7,1,0,file,4296503802
0x558e2,1,0,file,4296503802
0x6ac25,1,0,file,4296503802
0x5e9b0,1,0,file,4296503802
0x842f4,1,0,file,4296503802
0x5ce7f,1,0,file,4296503802
0x483c7,1,0,file,4296503802
0x26e12,1,0,file,4296503802
0x27474,1,0,file,4296503802
0x82ce4,1,0,file,4296503802
0x5ea96,1,0,file,4296503802
0x84ef9,1,0,file,4296503802
0x2b97,1,0,file,4296503802
0x5f2e7,1,0,file,4296503802
0x19d2b,1,0,file,4296503802
0x5c045,1,0,file,4296503802
0x8148a,1,0,file,4296503802
0x3b696,1,0,file,4296503802
0x45858,1,0,file,4296503802
0x811be,1,0,file,4296503802
0x5cf14,1,0,file,4296503802
0x5f696,1,0,file,4296503802
0x5e570,1,0,file,4296503802
0x810ec,1,0,file,4296503802
0x7652e,1,0,file,4296503802
0x5eb1e,1,0,file,4296503802
0x5edb2,1,0,file,4296503802
0x81ee2,1,0,file,4296503802
0x5f3ca,1,0,file,4296503802
0x99d90,1,0,file,4296503802
0x37fa,1,0,file,4296503802
0x606f6,1,0,file,4296503802
0x63a16,1,0,file,4296503802
0x5c936,1,0,file,4296503802
0x5df58,1,0,file,4296503802
0x15806,1,0,file,4296503802
0x848e8,1,0,file,4296503802
0x6ae7c,1,0,file,4296503802
0x81102,1,0,file,4296503802
0x83d3e,1,0,file,4296503802
0x5fd42,1,0,file,4296503802
0x74924,1,0,file,4296503802
0x5e100,1,0,file,4296503802
0x81d60,1,0,file,4296503802
0x824a8,1,0,file,4296503802
0x82024,1,0,file,4296503802
0x83218,1,0,file,4296503802
0x99fb0,1,0,file,4296503802
0x5c8b8,1,0,file,4296503802
0x82260,1,0,file,4296503802
0x81cf0,1,0,file,4296503802
0x82c9c,1,0,file,4296503802
0x5e1fc,1,0,file,4296503802
0x76530,1,0,file,4296503802
0x4a2e0,1,0,file,4296503802
0x5c754,1,0,file,4296503802
0x79c4c,1,0,file,4296503802
0x816e0,1,0,file,4296503802
0x5d304,1,0,file,4296503802
0x5b7b4,1,0,file,4296503802
0x6399c,1,0,file,4296503802
0x5b8c4,1,0,file,4296503802
0x7f868,1,0,file,4296503802
0x5ca04,1,0,file,4296503802
0x5046c,1,0,file,4296503802
0x5b91c,1,0,file,4296503802
0x5ee6c,1,0,file,4296503802
0x6065c,1,0,file,4296503802
0x5cc14,1,0,file,4296503802
0x5c05c,1,0,file,4296503802
0x5ef2c,1,0,file,4296503802
0x5eddc,1,0,file,4296503802
0x5bd8c,1,0,file,4296503802
0x5f30c,1,0,file,4296503802
0x51164,1,0,file,4296503802
0x69ed4,1,0,file,4296503802
0x37a71,1,0,file,4296503802
0x6228b,1,0,file,4296503802
0x61571,1,0,file,4296503802
0x613ab,1,0,file,4296503802
0x6307b,1,0,file,4296503802
0x5d475,1,0,file,4296503802
0x5c4a1,1,0,file,4296503802
0x115521,1,0,file,4296503802
0x31e93,1,0,file,4296503802
0x12d88,1,0,file,4296503802
0x1149ff,1,0,file,4296503802
0x114c00,1,0,file,4296503999
0x115550,1,0,file,4296503999
0x7f8ec,1,0,file,4296503999
0x3714,1,0,file,4296503999
0x114d3a,1,0,file,4296503999
0x11323b,1,0,file,4296503999
0x1155a9,1,0,file,4296503999
0x109d4f,1,0,file,4296503999
0x103f92,1,0,file,4296503999
0x101916,1,0,file,4296503999
0x39d6,1,0,file,4296503999
0x396c,1,0,file,4296503999
0x5f93d,1,0,file,4296503999
0x389f7,1,0,file,4296503999
0x10f16,1,0,file,4296503999
0x62f22,1,0,file,4296503999
0x62900,1,0,file,4296503999
0x5017,1,0,file,4296503999
0x18f70,1,0,file,4296503999
