PID,COMM,VA,PFN,mapping,folio_index,start_ns,latency_ns
1752,pipewire-pulse,0x7029fa76c000,0x97c9b,98009147,0,8.04834E+12,4994363
1752,pipewire-pulse,0x7029fa76d000,0x57a02,98009147,1,8.04834E+12,4997722
1752,pipewire-pulse,0x7029fa76e000,0x14e5b,98009147,2,8.04834E+12,5000893
1752,pipewire-pulse,0x7029fa76f000,0x3d6a7,98009147,3,8.04834E+12,5002831
1752,pipewire-pulse,0x7029fa771000,0x97cb5,98009147,5,8.04834E+12,5006351
1752,pipewire-pulse,0x7029fa772000,0xd6018,98009147,6,8.04834E+12,5008042
1752,pipewire-pulse,0x7029fa773000,0x33ed1,98009147,7,8.04834E+12,5009941
1752,pipewire-pulse,0x7029fa761000,0x4a84f,00000000821379b8,1,8.04846E+12,4554282
1752,pipewire-pulse,0x7029fa762000,0xd9cdb,00000000821379b8,2,8.04846E+12,4556611
1752,pipewire-pulse,0x7029fa763000,0xaadf8,00000000821379b8,3,8.04846E+12,4558478
1752,pipewire-pulse,0x7029fa764000,0xb086a,00000000821379b8,4,8.04846E+12,4560206
1752,pipewire-pulse,0x7029fa765000,0xd603b,00000000821379b8,5,8.04846E+12,4561802
1752,pipewire-pulse,0x7029fa766000,0x597e6,00000000821379b8,6,8.04846E+12,4563411
1752,pipewire-pulse,0x7029fa767000,0x822a5,00000000821379b8,7,8.04846E+12,4565149
1752,pipewire-pulse,0x7029fa757000,0x572fd,0000000016b9dd53,0,8.04846E+12,4823950
1752,pipewire-pulse,0x7029fa758000,0x41dba,0000000016b9dd53,1,8.04846E+12,4826106
1752,pipewire-pulse,0x7029fa759000,0xa7b9e,0000000016b9dd53,2,8.04846E+12,4827950
1752,pipewire-pulse,0x7029fa75a000,0x41c00,0000000016b9dd53,3,8.04846E+12,4832818
1752,pipewire-pulse,0x7029fa75b000,0x578b8,0000000016b9dd53,4,8.04846E+12,4835410
1752,pipewire-pulse,0x7029fa75c000,0x3fff9,0000000016b9dd53,5,8.04846E+12,4837920
1752,pipewire-pulse,0x7029fa75d000,0x85ba8,0000000016b9dd53,6,8.04846E+12,4840287
1752,pipewire-pulse,0x7029fa75e000,0x49c6e,0000000016b9dd53,7,8.04846E+12,4842814
1752,pipewire-pulse,0x7029fa775000,0x3fff9,89219341,0,8.04904E+12,6812759
1752,pipewire-pulse,0x7029fa776000,0x85ba8,89219341,1,8.04904E+12,6815473
1752,pipewire-pulse,0x7029fa777000,0xab3fc,89219341,2,8.04904E+12,6817355
1752,pipewire-pulse,0x7029fa778000,0xcc71d,89219341,3,8.04904E+12,6819083
1752,pipewire-pulse,0x7029fa779000,0x67399,89219341,4,8.04904E+12,6820767
1752,pipewire-pulse,0x7029fa77a000,0x47450,89219341,5,8.04904E+12,6822471
1752,pipewire-pulse,0x7029fa77b000,0x2d2bd,89219341,6,8.04904E+12,6824047
